review,sentiment
The only thing remarkable about this movie? is that all the actors could bomb at the same time. Idiocy. I want my money back...and I got it free from the library. Sheesh. I would rather chew on tin fool and shave my head with a cheese grater then watch this again.,neg
"I was intrigued by the title, so during a small bout of insomnia (fueled by my curiosity...), I stayed up and watched it. I then checked my TV listings and watched it again! There is one very obvious realization that occurred to me when I saw this film- in spite of politics, traditions, culture, etc., teenagers everywhere are virtually the same. The characters of the kids from Belgrade could have been transported to, let's say, somewhere in the American Midwest during the same time period, and language differences aside, would be impossible to tell apart from any of the local teens of that era. They certainly displayed the same growing pains and preoccupations, politics aside: Music, sex, movie idols, music, drinking, sports, music... As a matter of fact, much the same things that occupied my time growing up in 1970's Southern California.<br /><br />This was a bittersweet story, but the joy of youth made it very enjoyable. The characters, especially the young actors, were completely believable also. I won't say this was the Yugoslav ""American Graffiti"", but I will say that it fits in nicely with other 50's-themed movies.",pos
"I have seen a lot of Saura films and always found amazing the way he assembles music, dance, drama and great cinema in his movies. Ibéria shows an even better Saura, dealing with multimedia concepts and a more contemporary concept of dance and music. Another thing that called my attention is the fact that, in this movie, dancers and musicians, dance and music, are equally important: the camera shows various aspects of music interpretation, examining not only technical issues but also the emotional experience of playing. The interest of Saura on the bridge between classical and contemporary music and dance is one more ingredient in turning this movie maybe the most aesthetically exciting among his other works. That's why I recommend it strongly to those who love good cinema, good music, good dance, great art.",pos
"Alas, poor Hamlet. I knew him, dear reader, and let me tell thee, THIS VERSION SUCKS! I don't know who of all people put up the money for this flotsam, but I hope that they're proud of themselves. They took THE classic play and turned it into the most boring melodrama imaginable. This version is quite literally so bad, that not even the presence of a great thespian like Maximilian Schell in the title role can save it. This movie's only redeeming quality is that it made great fodder for ""MST3K""; Mike, Servo and Crow had a lot of fun with this one.<br /><br />But either way, I'm sure that Shakespeare, had he been alive when they made this, would not have wanted his name associated with it. This ""Hamlet"" is not even so bad that's it good; it's just plain bad. Absolutely dreadful.",neg
"A Cinderella story made for adults who live in dreamland. The romance is very unrealistic, fluttery, lovey dovey, perfect etc. The Cinderella plot till the very end and Shahid Kapoor is the only reason for my stars. If you're looking for a dreamy romance with a twist, this is definitely you're movie, but for the rest of us real world people, I'd highly recommend saving your three hour watch time. Wake up people!<br /><br />Four out of the five people that saw the film with me would not recommend the film. We had a great time bashing majority of the unrealistic scenes. Maybe I'm missing something.. I just can't believe a movie like this can beat a classic like HDDCS!!",pos
"<br /><br />Although the lead actress is STRIKINGLY beautiful, the plot stands little chance of acceptance because too many distracting details face the audience during the unfolding of the story.<br /><br />One may believe that middle-class teen-age school girls in the 1950's easily gave away their virginity without thought of marriage to 30-year-old's they barely know, but I doubt it.<br /><br />One may believe that young high school teens are highly self-confident and self-assured as they interact with their elders in complex social situations, but my experience has been, more often than not, teenagers feel very awkward and act clumsy as they experiment in the adult world.<br /><br />One may believe that a experienced medical doctor would not know the pungent oder of Stroptomycin -- the smelly fermenting byproduct of busy earth microbes -- and not detect that some lifeless bland powder is fake, but I think not.<br /><br />One may believe that 30-something-year-old troublemakers can enter into, and hang around inside, a public school rec hall during a school social and make trouble, but I think that school socials are traditionally a protected environment and parents, chaparones and school staff would be around to prevent this.<br /><br />One final nit, throughout Hey Babu Riba the five teenage friends referred to themselves as the foursome. There is probably an explanation why the FIVE were the FOURsome, but because it was never detailed, each reference distracts from each scene.<br /><br />This movie did not ring true for me.",neg
"This movie is a bad memory from my childhood. This is one of those movies that they show kids on a rainy day at school when you can't go out for recess, and you'd rather be watching anything, ANYTHING else. At least that's what it was like when I was in elementary school. I just remember HATING this movie. Granted, I haven't seen it in 15 years or so, and they probably don't use it on rainy days anymore but I just want to warn everyone: You'd be better off using this to put your kids to sleep than entertaining them. Trust me, pick anything else. Even though the topic is kind of controversial, the plot is so tame and slow that I can't remember anything about it except that I disliked it so strongly that here, 15 years later, I felt the need to warn all of you against it.",neg
"In its depiction of a miserable Milanese underclass, this film was probably quite revealing in its day. However, I get the feeling that neorealism was never really director De Sica's bag, since here he decided to try and create some sort of modern fable centring around a boy that had been found in a cabbage patch by an old dear in the country. After spending most of his childhood in an orphanage, Toto ends up living in a shantytown in Milan. He organises the inhabitants into community action, and keeps their spirits up by swanning around with an annoyingly constant smile on his face and testing them on their times tables. That nobody tells him where to stick his times tables is beyond me, as these people have far more important things to think about, like where the next Pot Noodle is going to come from. Anyway, De Sica then uses a sublimely subtle dramatic device in order to highlight exactly why these poor sods are where they are. It's all down to capitalism of course, and in order to illustrate this, he has the miserables discover a fountain of oil on their land. Brilliant! To his credit, though, by this time he has given up on making a serious film, and the capitalists appear as severe caricatures, all fur coats and cigars. They want that land, but our mathematical hero will not support such nonsense. By a bizarre stroke of luck, his old, deceased guardian from the cabbage patch days appears in the sky and gives him a magic dove. He uses it to shower gifts on his mates, who prove just as greedy as the cigar men. I reckon this film was a missed opportunity. To address the theme of poverty , as not many film-makers had done until then, and then get caught up in a fairy tale, to me seems a bit daft. How come 'great' directors get away with child-like plot turns like the ones we see here? Hans Christian Anderson would probably have balked at the idea of having the poor folk flying off over the Milan Duomo and on to a higher place on broomsticks. De Sica, however, is proclaimed as a genius for this. Surely the fact that these people are so poor, that their faith is unswerving, and that miracles never happen to them, is enough for any story-teller to work on.<br /><br />",pos
"For a science scare movie to work well it has to be either truly original or a very good retelling. This movie is neither. Sure there is a pseudo-original twist in that the guy kills people because of a toxin and not because of a disease, but that is a very minor twist. There is the government conspiracy angle, the crusader protagonist who has personal experience...<br /><br />And one real drawback of this movie is that the contaminated man has no pathos. Although the character is scripted to be someone who should be pitied, he is not. Without the pity the movie is pointless. The other characters are so cookie cutter they are ridiculous. The subplots are convoluted and annoying. And the saddest thing is the movie is too flat to even be enjoyed as mock material. Make the movie a 45 minute short and it might be worth watching.",neg
"It's difficult to know where this adaptation starts going wrong, because I think the problem begins with the books themselves. Alexander McCall Smith has worked out that you read them not for the detective stories, but for his deeply condescending and completely spurious vision of an Africa that does not exist. He's done for Botswana what Borat did for Kazakhstan - not as successfully, but based in as much fact.<br /><br />Once I realised this, it ceased to gall me that Jill Scott, an American singer/actress, is cast as Mma Ramotswe. If she is to represent a land that is not Africa, how appropriate that she is a black woman who is not African? She's not the only American on the cast; Mma Makutsi is played by Anika Noni Rose. Both women are far, far too young for the roles they're playing, and far too glamorous. Both brutally murder the local accents, and both focus so entirely on this brutality that they fail to offer much in the way of acting. Scott's Mma Ramotswe is bouncy, cute and soft. Rose's Mma Makutsi is an annoying motor-mouthed bitch.<br /><br />The result is almost unwatchable. The principal cast is redeemed only by the presence of Lucian Msamati, who turns in a decent performance as Mr JLB Matekoni. Hes comes off smarter and more intense than in the books, but I find myself unable to blame Msamati for this - he's a shining light in an ocean of suckage. The contradictions between his performance and the books are clearly laid at the feet of whichever committee of butchers wrote the script.<br /><br />To me, McCall Smith's writing has always been highly entertaining yet notoriously bad. He refuses to be edited. As a result, his books contain experiments in grammar that border on the scientific, and characters that change name mid-sentence. It is therefore something of an achievement that the writing team on this project actually made it worse.<br /><br />The dialogue is now largely Anglicised. Characters speak of ""opening up"" and ""sensitivity to needs"". Mma Ramotswe and Mr JLB Matekoni flirt openly. Mma Makutsi moans about not having a computer, but given her constantly restyled hair, makeup and jewellery, I'm surprised she doesn't have a MacBook in her handbag along with her Visa card.<br /><br />So what are we left with here? It's difficult to be upset with this crappy adaptation because honestly, most of the things I like about the original books are apocryphal anyway. McCall Smith paints a fictional Botswana populated with cute, non-threatening black people who are full of amusing and palatable wisdom-nuggets. It reads well despite linguistic travesty, but it is a vision of how a certain type of white person wishes black people were. It just isn't true.<br /><br />Given that, it's hardly surprising that this show sucks as much as it does. It remains to be seen whether European and American audiences will even notice, however.",neg
"Nicolas Roeg ? He directed the classic supernatural thriller DON`T LOOK NOW didn`t he ? Strangely the aforementioned movie was broadcast on BBC television at the weekend which did tonight`s screening of COLD HEAVEN no favours what so ever . <br /><br />You see it`s impossible not to compare COLD HEAVEN with DON`T LOOK NOW since they both have the same director and the same structure and for the first third of COLD HEAVEN I thought they also had the same plot except a dead husband had been substituted instead of a dead child , in fact my mind was set on this movie revolving around a grief stricken widow seeing her late husband running around Venice wearing a red anorak . This doesn`t occur but about one third of the way through the running time there`s a massive plot twist and despite being an essential plot twist it`s not explained in any great depth . In fact very little is explained in COLD HEAVEN which ruins the movie <br /><br />People have mentioned the rather poor production values of COLD HEAVEN and it`s impossible not to notice them . If I didn`t no different I would have thought this was a TVM since it`s got a made for television feel to it right down to white capital letters in the title sequence . Roeg also tries to inject art house pretentions via spoken thought processes but again this doesn`t help the movie at all . One can`t help feeling Roeg should have put all his effort into the plot twists which are totally flat on screen <br /><br />Cheap production values , disinterested directing and a really bizarre premise and screenplay make for a bad movie",neg
"""Ask the Dust"" looked intriguing from the trailer, and we especially like all of the actors. Unfortunately, the movie was not compelling enough to be considered drama, and it wasn't funny enough to be a comedy. It practically seemed to satirize itself, and to no entertaining effect. After seventy minutes of waiting for this thing to get better, my wife and I walked out, valuing not having wasted any more time on such nonsense. It simply was not interesting, moving, funny nor artistic. It appears as though it were written, produced and directed by a high school kid; worse yet, it was such a shameful waste of otherwise extraordinarily talented actors, not to mention our time and money.",neg
"What happens to washed up rock-n-roll stars in the late 1990's? They launch a comeback / reunion tour. At least, that's what the members of Strange Fruit, a (fictional) 70's stadium rock group do.<br /><br />Tony (Stephen Rea) has the concession on condom vending machines when he runs into the son of the promoter of a famous music festival. It was at that festival in the 70's that Strange Fruit broke up. The 70's are ""retro"" and the time is right to wide that wave. He sets off in search of the other members of the band.<br /><br />Part of what broke up the band was the death and replacement of Keith, the lead singer and brilliant song writer. The band was known for its excessive lifestyle and now they are all back amongst the working class from which they came. Beano, the drummer, played by Timothy Spall (who was brilliant in Secrets and Lies) is a layabout, the bass player is a roofer, and their lead singer is still a rocker. While he owns a huge mansion he has been forced to sell it, as his fortune has not lasted. Brian, the lead guitarist, is dead, so a young guitarist is hired to replace him.<br /><br />Somewhat reluctantly the band agree to give the reunion a try. Abandoning their day jobs, they begin to rehearse, and their manager approaches their label about reissuing their albums. But he wants them to start touring again first. And so they hit the club circuit around Europe. The club scene is not kind to these overweight, dated, old rockers.<br /><br />It is on tour that the film really starts to develop. All of the old conflicts rearise, with the figures of Keith and Brian hovering throughout. They all hang together because they are all in search of a second chance for the greatness that eluded them earlier. And they rediscover some of the interpersonal chemistry that made playing together so enjoyable.<br /><br />Still Crazy starts as Spinal Tap II but gradually becomes a more dramatically focused film, following the relationships of the band members. While it is still a very funny movie, it is the evolving characters, struggling to deal with the deaths of Brian and Keith and with their own personal demons, that make the film work.",pos
"Contrary to my principles, let me first come up with a conclusion, because I have just seen this piece of ""art"", and still am under strong impressions. The reader is asked to excuse my stronger vocabulary.<br /><br />Well, this movie is absolutely horrible, and I would never bother to write a single word about it, if it were not for the fact that ""44 Minutes"" made me sick to death, which rarely happens to me. The fact that I paid for that does not exactly makes me feel better, as well as the fact the movie deserved the high user rating here.<br /><br />So what is wrong with the movie? It has a fashionable title - ""44 Minutes"". One first thinks about ""15 Minutes"", which is by the way a much better movie, but still bad in my book, and indeed the two can be compared to some extent. But, as luck would have it, the things they share are their worst characteristics. They both feature Mr. Oleg Taktarov, who with his strong Russian accent obviously meets the popular expectations and prejudices. His purpose is to appeal to the Cold War mind. Ah, do we miss the good old times. Now, I don't imply that he is a bad actor, I am yet to judge his true performance, but he is simply not a true individual here, he is more like an archetype. How anyone can still indulge in such things is completely beyond my comprehension. We can recognize modern American xenophobia here. The point in the movie when Taktarov explains to his companion that Romanians are not Germans, and that they are in America is truly laughable. Are we to assume that the greatest desire of the wretched duo is to become ""true"" Americans? <br /><br />Then, there is the media issue. Yes, it seems that the most of what we learn comes from cameras, interviews and reporters. The director should have made us feel the rhythm of the presumed 44 minutes. Instead he bores us with interviews throughout the movie like in a cheap TV show, trying to reinvent the wheel. In 15 Minutes the issue of media is the central one.The point is presented in a way a teacher addresses an obtuse student, but that deserves a separate comment, we are focusing on 44 Minutes now. So, I have been trying to identify the purpose of this movie. What is it? To provide good time for the audience? To glorify weapons? To glorify police? Portray violence? Oh yes, the officer gives the Bible to the underage delinquent. So it must promote peace and understanding after all? I don't think so, but don't ask me. I only know I didn't enjoy any of this.<br /><br />Ah, Michael Madsen. I admit, I am a big fan. I hoped he would be a bright point, but I was wrong. It's not his fault though. <br /><br />As the final note, comparing ""firepower"" to ""willpower"" at the end of the movie was one of the worst lines I have ever heard.<br /><br />To summarize, on the scale 1-10, I give it a pure, unadulterated 1.",neg
"The Wooden Horse was one of the first ""great"" escape stories from World War II, telling the true story of Eric Williams and others in their escape from Stalag-Lufft III in October of 1943. I really like this film, but had to by it on VHS from Amazon in England and get it transferred from PAL format in the U.S. I read the book when I was in hight school, after having seen a portion of the film in the early 60's on T.V. The taunt drama of Peter and John trying to escape from Germany during the war is more realistic than the treck of the escapes portrayed in the Great Escape. This film is a lost treasure, that should be made more available to American audiences.",pos
"Because that's all she does through out this whole movie,is get naked for no good reason.When Tarzan is bitten by a snake,she suddenly removes her clothes.Since when is a boa constrictor poisonous?How did Tarzan get poisoned by the way ? This whole movie is screwed up.They couldn't get the species of animals for this movie right.Whats an Orangutang doing hanging around those chimpanzees?He must have wandered off the set of a much better film.The group of cannibal tribe's men look caucasin.Why?And why was Bo and her dad painted,if they were going to be eaten later?It was probably just a lame excuse to show her breasts and curves again.Her dad while hunting, approaches and acts stupidly around a bull elephant while standing too close to it.Any real African bull elephant that wasn't from the circus,would've stomped this moron's butt.Any smart hunter would've started shooting the minute he saw it.And I can't help but wonder if the camera was on LSD,because it kept showing various scenes that went in slow motion, for no good reason.It didn't make good sense at all.The boa constrictor that Tarzan wrestled with in the water,looks like one of those 12 Ft rubber snakes you can buy at a local Spencer Gifts.Tarzan was strangly speechless in this film,maybe from Bo flashing herself so much.I'm sorry,but this is a rip off of a classic Black and White Tarzan movie,with a similar but better story.Not To mention plotting .There's one scene in that I saw that everyone forgot to mention.*(SPOILERS ALERT)*The scene where he is trying to rescue Jane and her dad,has him standing too close to a running water spout.It made it seem like he's urinating on someone below him.Eww!Also, him and Jane are fooling around on a beach,with perverted monkeys jumping and clapping.She sure did take her dad's death real well.*(END OF SPOILERS)*There should be a Surgeon General's Warning on this film.That seeing Bo naked too much in this movie,will make you go blind.",neg
"I've just finished viewing the 1st disc in a 4-disc (26 episodes) collection created in conjunction with the UCLA Film & Television Archive (S'More Entertainment, Inc.). So far (aside from the 1st episode), the image quality is quite good. The DVD box is shown on the title page here on IMDb.<br /><br />""Mr. Peepers"" is just as charming as when I first saw it (5-years old at the time) and Wally Cox is truly endearing in this role. If you're in the mood for quiet comedy that sneaks up on you, as opposed to hitting you over the head, you'll treasure this chance to experience all the wonderful characters you might remember from your childhood. Although some of the gags are a bit corny, most are ingenious and well-executed...and even the corny ones are fun. This is one TV series that lives up to my early childhood memories of it.",pos
"what ends up killing this movie is its self-consciousness, among other things. here's a short list: 1. irreverent behavior. when the beatles came over and injected their brand of ""quirky, irreverent"" behavior/humor, it was greeted as fresh. that was over 4 decades ago. get over it.<br /><br />2. false sophistication. spewing out base, quasi-socio-political-isms is hard ground to make work comically. ask woody allen.<br /><br />3. the post-modern ""i'm hard on this phony world and yes, i recognize it in myself"" snake eating itself - used as illustration with another animal in the film itself! - is such a retread.<br /><br />4. smarmy, smug drollness.<br /><br />5. amateurish writing, acting, direction... ever seen student films? a victim of itself, about the only thing i can say positive is that it at least has a sense of itself, and sheesh, now i'm getting caught up in the self-reflexive thing that it posits as worthwhile, of value.<br /><br />but towards... what? ultimately, it just rings as hollow as any other pretentious piece - hey, ever see woody allen's take on bergman, ie: ""Interiors""??? well, this just does it more amateurishly.",neg
"Words can't describe how utterly stupid this story (and therefore bad this movie) is! Basinger, Del Toro ... what were you thinking ?? So there's a mall and its parking space is totally full. Basinger's character goes in to buy a cup of tea and some packaging paper.<br /><br />When she comes out, the whole place is so empty, that nobody hears two gunshots fired nearby ?? Even though she lives there, when she drives away from the baddies, she goes to the most remote and godforsaken place possible instead of the nearest police station or at least a crowded place ?? COME ON !!! I won't even go into the infamous red toolbox, since other people have done that before. Let alone how she kills the moronic thugs one by one.<br /><br />This is so stupid, without the least bit of logic, I can only warn you watching it, it's a TOTAL waste of time, honestly !!",neg
